mature_miRNA,disease,potential_biomarker,miRNA_type,author,journal,title,year,method,description
hsa-miR-145,thoracic aortic aneurysm (taa),0,circulating,Ikonomidis JS et al.,J Thorac Cardiovasc Surg. pii: S0022-5223(12)01571,Plasma biomarkers for distinguishing etiologic subtypes of thoracic aortic aneurysm disease.,2013,Quantitative PCR,significant (p < .05) differences in standardized mir-1 and mir-21 abundance between bav and tav aortic tissue samples and different tissue and plasma profiles of analyte differences from normal aorta where observed between the bav and tav groups.
hsa-miR-16,traumatic brain injury (tbi),0,circulating,redell jb et al.,j neurotrauma. 27(12):2147-56.,human traumatic brain injury alters plasma microrna levels.,2010,qrt-pcr,"mir-16, mir-92a, and mir-765 were good markers of severe traumatic brain injury (tbi) (0.89, 0.82, and 0.86 auc values, respectively)"
hsa-miR-765,traumatic brain injury (tbi),0,circulating,redell jb et al.,j neurotrauma. 27(12):2147-56.,human traumatic brain injury alters plasma microrna levels.,2010,qrt-pcr,"mir-16, mir-92a, and mir-765 were good markers of severe traumatic brain injury (tbi) (0.89, 0.82, and 0.86 auc values, respectively)"
hsa-miR-92a,traumatic brain injury (tbi),0,circulating,redell jb et al.,j neurotrauma. 27(12):2147-56.,human traumatic brain injury alters plasma microrna levels.,2010,qrt-pcr,"mir-16, mir-92a, and mir-765 are good markers of severe traumatic brain injury (tbi) (0.89, 0.82, and 0.86 auc values, respectively)"
hsa-miR-499,troponin-positive acute coronary syndrome,1,circulating,de rosa s et al.,circulation. 124(18):1936-44.,transcoronary concentration gradients of circulating micrornas.,2011,taqman polymerase chain reaction in edta-plasma ,"circulating levels of the muscle-enriched mir-499, mir-133a, and mir-208a were significantly elevated in the aorta of troponin-positive acute coronary syndrome patients compared with patients with coronary artery disease. In contrast, circulating levels of mir-126 decreased during transcoronary passage in patients with evidence of myocardial injury, suggesting consumption during transcoronary passage."
hsa-miR-133a,troponin-positive acute coronary syndrome,1,circulating,de rosa s et al.,circulation. 124(18):1936-44.,transcoronary concentration gradients of circulating micrornas.,2011,taqman polymerase chain reaction in edta-plasma ,"circulating levels of the muscle-enriched mir-499, mir-133a, and mir-208a were significantly elevated in the aorta of troponin-positive acute coronary syndrome patients compared with patients with coronary artery disease. In contrast, circulating levels of mir-126 decreased during transcoronary passage in patients with evidence of myocardial injury, suggesting consumption during transcoronary passage."
hsa-miR-208a,troponin-positive acute coronary syndrome,1,circulating,de rosa s et al.,circulation. 124(18):1936-44.,transcoronary concentration gradients of circulating micrornas.,2011,taqman polymerase chain reaction in edta-plasma ,"circulating levels of the muscle-enriched mir-499, mir-133a, and mir-208a were significantly elevated in the aorta of troponin-positive acute coronary syndrome patients compared with patients with coronary artery disease. In contrast, circulating levels of mir-126 decreased during transcoronary passage in patients with evidence of myocardial injury, suggesting consumption during transcoronary passage."
hsa-miR-126,troponin-positive acute coronary syndrome,0,circulating,de rosa s et al.,circulation. 124(18):1936-44.,transcoronary concentration gradients of circulating micrornas.,2011,taqman polymerase chain reaction in edta-plasma ,"circulating levels of the muscle-enriched mir-499, mir-133a, and mir-208a were significantly elevated in the aorta of troponin-positive acute coronary syndrome patients compared with patients with coronary artery disease. In contrast, circulating levels of mir-126 decreased during transcoronary passage in patients with evidence of myocardial injury, suggesting consumption during transcoronary passage."
hsa-miR-25,type 1 diabetes (t1d),1,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-152,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-30a-5p,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-181a,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-24,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-148a,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-210,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-27a,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-29a,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-26a,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
hsa-miR-27b,type 1 diabetes (t1d),0,circulating,Nielsen LB et al.,Exp Diabetes Res. 2012:896362,Circulating levels of microRNA from children with newly diagnosed type 1 diabetes and healthy controls: evidence that miR-25 associates to residual beta-cell function and glycaemic control during disease progression.,2012,solexa sequencing|quantitative rt-pcr,"this study shows that 12 mirnas have increased expression levels in children with new onset t1d compared to age-matched healthy controls. furthermore, the residual beta-cell function and glycaemic control after 3 months of clinical disease associate with mir-25 expression level present soon after diagnosis."
